Title,Date,Date Posted,Company,Location,Zip Code,Salary,Employment Type,Qualification,Industry,Job description,Link,Source,Company2,Seniority,Function
Software Engineer - Undergrad New College Grad - Multiple Locations - 2022, , ,Indeed,"Austin, TX
+34 locations",,,,,,"Company Description


Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.

When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.

Join Visa: A Network Working for Everyone.



Job Description


As a new grad Software Engineer, you will be placed in one of the technology organizations at Visa and specific assignments will depend on upon your skills sets, interest, and team needs. By applying to this position, your application is automatically considered across multiple locations.

Some job duties and projects could include:

Write optimized, secure and scalable code that also follows best practices such as unit testing and peer reviews.
Formulate creative solutions to solve problems that meet the objectives of both the product roadmap and technology roadmap.
Participate in and develop end-to-end technology solutions that solve our business needs.
Work closely with multiple stakeholders in a cross-functional organization within an Agile environment.


Qualifications


Basic Qualifications

Minimum of 6 months of work experience or a Bachelor's Degree
Bachelor's degree in Computer Science, Computer Engineering, CIS/MIS, Cybersecurity, Business or a related field, graduating January 2021 - August 2022

Preferred Qualifications

Proficiency in at least one programming language or technology including, but not limited, to Java, C/C++, C#, .NET, python, Javascript, HTML
Experience with Write utilities / automation tools using Selenium, Java, REST, Python, Groovy, and more
Familiarity with software testing principles
Solid understanding of software engineering concepts and methodologies
Document process, designs, test results, and analysis
Lead root cause analysis and track defect resolution to completion
Review and provide feedback on development code, test designs and test cases
Communicate status frequently to project stakeholders
Strong communications skills, specifically, the absence of repeated grammatical or typographical errors, clear and concise written and spoken communications, and communications that demonstrate professional judgment.
The ability to take on challenges and address problems head-on
Strong ability to collaborate
Highly driven, resourceful and results oriented
Good team player and excellent interpersonal skills
Good analytical and problem-solving skills
Demonstrated ability to lead and navigate through ambiguity

Additional Information


Visa has adopted a COVID-19 vaccination policy to safeguard the health and well-being of our employees and visitors. As a condition of employment, all employees based in the U.S. are required to be fully vaccinated for COVID-19, unless a reasonable accommodation is approved or as otherwise required by law.

Work Hours: Varies upon the needs of the department

Travel Requirements: This position requires travel 5-10% of the time.

Mental/Physical Requirements: This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers.

Visa is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Visa will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.

Visa will consider for employment qualified applicants with criminal histories in a manner consistent with applicable local law, including the requirements of Article 49 of the San Francisco Police Code.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BvKrLyj5gPmtZO9T8euul8TCxuuKNOtzRJOomxnwSEodTz2Bc-sPZlADHp0xxmf8UKqaBQEvxdPHGBNmvB4c5FSGjv9NVU7_tLe8DBz-8HutwJd6fCDf-8xIv6wtaJFaxjkr_APvS2N9FLS6pDGlH2weqS3_O0JVCuTm865iUUMDit2HirZBBpn-1q5i9HlSk5w8lFvVpiyG--8cuhoDZG9EdRDtzIoGa07KnnZ2f0gjL9fku4vMk9sUvahMdLBYr7krNDhFSnjSX2O1S4BsfBJefdZpuB6CSPKv8zVn-JzgRj56ZHhvJ-LkULYLa-n5bI7IFBBbROeL5p7VQMKtbVs6_wBv5poGlvKKx7SxRJuCrWqilnwjwD51k_XVoIqJj3W_C0M0mPVQUprOA9YEc5TMWEaNt2-ifqBU0RY-jtykGlJAnGbUCwkbmyfBG4Hmem_p-enGW4G1XsAhYQXw49o-w21YrhnP4zEsSjneESxM4qF_HMJMcYJCLjKC5KMO6MCs4eI6-j52diwo_4vl8xI3PiGu-vlhhgSQ0UKUgSgL9UqPas5ygaZZBuQDZqbtUxIivM4TOjEK-Cub3QMTkGGKqo84FSsWPDMrB1zcIlEk61ScSmjuXKKSx2pG4_YJazXq4cxeZfofsxDa_fy_2mbeMe6F7_Npj713B6dQe6VPZcVgHvEbt0gZpxcgo4COSWYbyseC6AFpUDe04uMqNCu07ke254DBpi0g9YR0tJrQIhnXlPBcWEgx3NsgYgw4AG2PJAf7oSU9rvHuUzt5ZzCYNK9Xmmyxg0_QpAUy2_Y3aQUOxM4loS8bTbTraLZEQDMxgK5rvrwSaRv9cHt-oDzA_2_ZT4LWVbjCi1YTaE6dsN3XuGst8PFjSNtqdZe5AxJuFtyxlBVm2lUWdOKSF5MHu2k4ISwSJ1SEJt6obic8CKQFNifo-6t39B-IbIeHLzC3I-sN7gag==&p=1&fvj=0&vjs=3&tk=1g41hhpdepv3j800&jsa=2270&oc=1&sal=0,Indeed,,,
Software Engineer - Undergrad New College Grad - Multiple Locations - 2022, , ,Indeed,"Austin, TX
+34 locations",,,,,,"Company Description


Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.

When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.

Join Visa: A Network Working for Everyone.



Job Description


As a new grad Software Engineer, you will be placed in one of the technology organizations at Visa and specific assignments will depend on upon your skills sets, interest, and team needs. By applying to this position, your application is automatically considered across multiple locations.

Some job duties and projects could include:

Write optimized, secure and scalable code that also follows best practices such as unit testing and peer reviews.
Formulate creative solutions to solve problems that meet the objectives of both the product roadmap and technology roadmap.
Participate in and develop end-to-end technology solutions that solve our business needs.
Work closely with multiple stakeholders in a cross-functional organization within an Agile environment.


Qualifications


Basic Qualifications

Minimum of 6 months of work experience or a Bachelor's Degree
Bachelor's degree in Computer Science, Computer Engineering, CIS/MIS, Cybersecurity, Business or a related field, graduating January 2021 - August 2022

Preferred Qualifications

Proficiency in at least one programming language or technology including, but not limited, to Java, C/C++, C#, .NET, python, Javascript, HTML
Experience with Write utilities / automation tools using Selenium, Java, REST, Python, Groovy, and more
Familiarity with software testing principles
Solid understanding of software engineering concepts and methodologies
Document process, designs, test results, and analysis
Lead root cause analysis and track defect resolution to completion
Review and provide feedback on development code, test designs and test cases
Communicate status frequently to project stakeholders
Strong communications skills, specifically, the absence of repeated grammatical or typographical errors, clear and concise written and spoken communications, and communications that demonstrate professional judgment.
The ability to take on challenges and address problems head-on
Strong ability to collaborate
Highly driven, resourceful and results oriented
Good team player and excellent interpersonal skills
Good analytical and problem-solving skills
Demonstrated ability to lead and navigate through ambiguity

Additional Information


Visa has adopted a COVID-19 vaccination policy to safeguard the health and well-being of our employees and visitors. As a condition of employment, all employees based in the U.S. are required to be fully vaccinated for COVID-19, unless a reasonable accommodation is approved or as otherwise required by law.

Work Hours: Varies upon the needs of the department

Travel Requirements: This position requires travel 5-10% of the time.

Mental/Physical Requirements: This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers.

Visa is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Visa will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.

Visa will consider for employment qualified applicants with criminal histories in a manner consistent with applicable local law, including the requirements of Article 49 of the San Francisco Police Code.",https://www.indeed.com/cmp/Apple,Indeed,,,
Web UI Engineer (Early Career), , ,Indeed,"Austin, TX
+34 locations",,,,,,"Summary
Posted: Apr 5, 2022
Weekly Hours: 40
Role Number:200363273
Imagine what you could do here! At Apple, phenomenal ideas have a way of becoming great products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish! Apple's Support Web Engineering team is looking for a highly creative, detail oriented front end/UI Web software engineer to craft highly usable Web applications that serve millions of customers worldwide. You will join a world class team and collaborate cross-functionally with other teams around the world. This is an extraordinary opportunity to join a small, collaborative team, build expertise through the entire software lifecycle, and express your creativity!
Key Qualifications
Excellent written and interpersonal skills
Creative problem-solving skills
Experience in delivering quality user experiences
Experience crafting API driven web applications
Experience in Web UI frontend development using HTML, CSS, Javascript, and ES6 technologies.
Familiarity with modern Javascript frameworks such as React, Redux, Angular is a plus.
Coursework and/or experience in CSS
Description
Your job is to use your passion for user experience and help build pixel-perfect, robust and, accessible user interfaces on the web. We are looking for someone who can turn a set of written requirements and wireframes into fully functional and highly performant Web applications utilizing standards compliant HTML, CSS, and JavaScript. You’ll have the opportunity to participate in engineering the entire product in a creative, collaborative environment, while demonstrating your strong sense of responsibility and obsession with user experience and quality. We're looking for a hardworking and passionate person to join this amazing team, if you feel this is you, we'd love to hear from you.
Education & Experience
BS or MS in Computer Science or related field
Additional Requirements",https://www.indeed.com/cmp/Apple/reviews,Indeed,,,
Sr. Software Engineer, , ,Indeed,"Austin, TX
+34 locations",,,,,,"Summary
Posted: May 25, 2022
Role Number:200380795
Imagine what you could do here? At Apple, great ideas have a way of becoming great products, services and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish! Apple’s Partner Solutions and Technology team is building high impact applications for our channel partners, and we are looking for a Senior Software Engineer to join us in solving problems that directly impact the business. We are looking for passionate Software Engineers with an experience in developing large-scale systems to join our friendly, collaborative team.
Key Qualifications
Proven strong programming skills in Java
Experience in J2EE technologies, JSON APIs and micro-services architecture preferred
Experience with build and deployment tools, e.g., Git, Maven, etc
Familiarity in NoSQL database systems such as Elasticsearch, MongoDB highly desirable
Strong knowledge of Application and Web Servers, e.g. Tomcat, Jetty, Apache, Nginx, etc
Excellent problem solving, critical thinking and communication skills
Experience in Cloud technologies will be a plus
Description
Do you want to work in faster paced environment ? Do you dream about solving problems with code? How about the building blocks of a large scale system? If so, come join PS&T team to build and scale our high impact applications for channel partners. If you are a Software Engineer who cares about impeccable code, looks for bugs as a hobby and fixes them with their eyes closed this is the right place. The ideal candidate is a developer with experience in Java, Elasticsearch, Kafka and related technologies, has a keen eye for usability, savors tech challenges and thrives on delivering customer value and satisfaction.
Education & Experience
BS degree in computer science or equivalent field plus 8+ years experience or MS degree plus 6+ years experience, or equivalent.
Additional Requirements",https://www.indeed.com/addlLoc/redirect?tk=1g41hhpdepv3j800&jk=640733f6866eab08&dest=%2Fjobs%3Fq%3DSoftware%2BEngineer%26l%3DAustin%2BTEXAS%26grpKey%3D8gcGdG5mdGNsuA%252FnyQmqEB4KCW5vcm10aXRsZRoRc29mdHdhcmUgZW5naW5lZXI%253D,Indeed,,,
Software Engineer (US REMOTE), , ,Indeed,"Austin, TX
+34 locations",,"$95,000 a year",Full-time,,,"Join us as we pursue our disruptive new vision to make machine data accessible, usable and valuable to everyone. We are a company filled with people who are passionate about our product and seek to deliver the best experience for customers. At Splunk, we’re committed to our work, our customers, having fun, and most importantly to each other’s success.

Are you excited about building innovative solutions? Do you thrive in an atmosphere where your work can have a deep impact on the backend system’s architecture design to front end development and everything in between? Splunk's Cloud group is looking for engineers to help build our large scale Cloud offering. You will work with a team building a state-of-the-art, cloud-based environment for massive-scale data processing. You will be working to ensure development teams, product teams, and our cloud customers all understand exactly how their cloud systems are performing.

Responsibilities:
You are passionate about building, observing, and operating distributed systems at scale in production.
You understand the challenges and trade-offs to be made when building and deploying new systems to production.
You collaborate on a team to build, review, and help design high-quality software and systems.
You are enthusiastic about making many users of your product happier every day.
You are expected to be a self-starter, innovative, and always looking for new ways to contribute to the team.
You will lead, mentor, and partner with team members and other groups.
Preferred Skills:
Experience in secure multi-tenant cloud development.
Validated foundation in RESTful APIs, data structures, algorithms, software design and security.
Passion for ensuring systems are observable.
Auto-scaling, Infrastructure as code, automated monitoring, and reporting.
You have worked with container deployment and orchestration technologies at scale with knowledge of the fundamentals to include service discovery, deployments, monitoring, scheduling, load balancing.
Knowledge of Kubernetes, Go and Docker.
Experience with development and deployment in a hosted cloud environment, preferably AWS.
Experience with building SaaS multi-tenant applications using OAuth or SAML authentication providers.
You have the ability to learn new technologies quickly and provide mentorship.
You have strong interpersonal skills, both verbal and written.
What we offer you:
A constant stream of new things to learn. We're always expanding into new areas, bringing in open source projects and contributing back, and exploring new technologies.
A set of exceptionally talented and dedicated peers, all the way from engineering and QA to product management and customer support.
Growth and mentorship. We believe in growing engineers through ownership and leadership opportunities. We also believe mentors help on both sides of the equation.
A stable, collaborative, and supportive work environment.
We don't expect people to work long days. We want you to have a successful time outside of work too. Want to work from home? No problem. We trust our colleagues to be responsible with their time and dedication and believe that balance helps cultivate a phenomenal environment.

Don’t have all these skills? That’s completely fine! We’re mostly looking for people who have a growth mindset that can build into having the above skills. We are a growing team and want to help others grow.

We value diversity and inclusion at our company. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or any other applicable legally protected characteristics in the location in which the candidate is applying.

For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction records.

(Colorado only*) Minimum base salary of $95,000.00. You may also be eligible for incentive pay + equity + benefits.*Note: Disclosure per sb19-085 (8-5-201 et seq).",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BvKrLyj5gPmtZO9T8euul8TCxuuKNOtzRJOomxnwSEodTz2Bc-sPZlADHp0xxmf8U96Zj6xeNC1L62WvF2AfnOXJHoq-Qn0GyJPOkyKw5uYrECGn7kqmjh-dlts8Al0rTjrsjJn638fm2TgoYEm_JOFf96mlcnyYyFnUQ3iExtZCTI1vIws9SYC1Jdk_ALuOowneMVh19xQ9zF8MxdyoYBiR4HIwg-YivIDFacyfBKETTJCVU3AwEWNLfPsReh04OPd8TPZD6qT1TlWjnDQV6sPMEYulOEbo4ZJ62nWFwYm4VEfFnQPQlQBPSx8ZnBfP3OX3JilSwEFt02JBrfWC6ZsN1JWJ3L4YMQY4liwjyfBPJ2MtjCsb-gRc8p1YUPFj3Z_TDWlrWbwIOUimioNgjOlQV1H4WVnmqM1W-04lYGXXC0yhzGJC9ZPsUJnuK9H9pCJ7zilbljpB-X88cZBLBXzBbHKat1t5QUqRGtENqNv0ougFdCTnwEiwKUMfEa7AGXCVuLJ36VFXYATa3W1Rn6EroWfG5uMmfyvOBBnNkPOSLgToRZUejuUS7pvGn5y4nMaWU2CZ8oYbmcsqubiOYtd5GRJSX8C02CT4rQxrOoQdmDoh3UD2PbD_63EJnbU80LCulc9lLJMGZ06lBNE5YogQ27IRfmGeUSAaWwyoniqAdgfBaLUIejmwRR42VkjHi3dKQmfW5bxuY0DWO6vfH26Erbo9QrZpEWwcjGnUshHwk0-QvnwPAY2inh_YZER3m4WNWh3_hJSekNe5AxuSXFE6YLk_s4y5GAFAJukLAfIl6Lus0IWj4ZoJ229f-L6E5FoSUIHuQDxpnXotYMKVlBEM0iQL-iyozIF4oLVTrrsn_6XggL3fEBi0Vp1zBdikJ1N2RVloMcmGMBTUvF4j63cHRqax48TQZlOkr_BWn71QGTO7M-ZlLoDlqffPWGEpK57sGaRt5dYw==&p=2&fvj=0&vjs=3&tk=1g41hhpdepv3j800&jsa=2270&oc=1&sal=0,Indeed,,,
"Software Engineer, Frontend - Material Flow Software (Austin)", , ,Indeed,"Austin, TX
+34 locations",,,,,,"Role

Tesla’s Material Flow Robotics Software team designs, builds, and deploys software that helps manage different types of mobile robots across, and between Tesla factories. These robots include managing AGVs (Automated Guided Vehicles), Vertical Storage Systems, as well as TeslaBot usage on the factory floor.

We are looking for an engineer that will help build the server-side software stack for these products. Your contributions will automate end-to-end registration, movement, action management, job assignment, as well as the remote operation of corresponding mobile robots. The team builds a suite of apps that include: fleet management applications, mobile apps to control the mobile robots, and Video Teleops using WebRTC. These tools and applications will support thousands of mobile robots in real time and across our facilities, including our new Gigafactories in Austin, Berlin.


Responsibilities

Design and implement web-based tools for remote robotic monitoring, control and data visualization
Work closely with data analysts to understand UX challenges and suggest improvements.
Work closely with backend engineers to seamlessly integrate with frontend systems.
Deliver web applications that are useful to diverse groups, e.g. professional design engineers, program managers, production associates, and forklift drivers
Write reusable components with clean, modular patterns


Requirements

Strong understanding of JavaScript (ES6+), CSS, and HTML.
Experience building modern web applications using React/Redux or similar component based libraries.
Strong UI and graphic design sensibilities.


Nice to haves

Experience with OpenGL, WebGL, or THREE.js
Experience contributing to a large-scale distributed systems project
Experience in Machine Learning algorithms and frameworks


Employee Benefits

As a full time Tesla employee you will receive full benefits from day 1 for you and your dependents.
Kaiser and UnitedHealthcare PPO and HSA plans (including infertility coverage)
3 medical plan choices with $0 paycheck contribution
Vision & dental plans (including orthodontic coverage)
Company paid Life, AD&D, short-term and long-term disability
401(k), Employee Stock Purchase Plans, and other financial benefits
Employee Assistance Program, Paid Time Off, and Paid Holidays
Back-up childcare and employee discounts",https://www.indeed.com/cmp/Apple,Indeed,,,
"Profiler Software Engineer, New College Grad", , ,Indeed,"Austin, TX
+34 locations",,,,,,"At NVIDIA, we build groundbreaking products for the following sectors: Automotive, VR, Gaming, Deep Learning, and High Performance Computing. See your efforts in action as developers use your tools to debug, profile and analyze the performance of their systems/applications using the low-level library that you helped to craft as a member of the GPU Foundations Developer Tools team! Innovate as you develop the performance analysis capabilities of NVIDIA hardware along with the NSight Perf SDK to support current and future generations of GPUs. Help inventors around the world who will depend on the creative products that you worked on to better utilize our GPU hardware to its maximum potential in their applications. Join the team that brings new GPU technologies to market with sophisticated simulation/emulation systems and be among the first to breathe life into new silicon.

As a profiling software engineer, you will be developing software that empowers GPU and SOC application developers to build outstanding graphics and compute applications that are recognized world-wide. We are seeking a software developer to join our efforts in advancing the state of software performance tuning for GPUs. Join our team and gain exciting opportunities to work hands-on at every layer of NVIDIA's world-class technology. Creatively improve our tools to generate meaningful performance data. Build solutions at every scale from embedded platforms to PCs to cloud servers. You will have a direct impact on the software API design and hardware capabilities that our team provides. You should be comfortable following a design process, prototyping, working in existing codebases, writing tests, and developing production quality software.

What you’ll be doing:

Innovate and improve our profiling library with new features to allow NVIDIA's customers to extract the best performance out of their applications

Design, implement, and verify new performance metrics and collection methods for GPUs and SOCs

Develop metric test coverage by writing directed test applications to exercise different parts of GPU pipeline

Work on validation of NVIDIA GPU hardware features that are incorporated into our tools library

Work with NVIDIA's Architecture and Developer Technology teams to improve data collection methodology for NVIDIA's next-gen chips

What we need to see:

Recent graduate with B.S. EE/CS or equivalent experience

Strong programming ability in C++

Solid understanding of computer architecture (e.g.: x86, ARM CPUs, GPUs)

Project or work experience in programming GPU hardware

Ways to stand out from the crowd:

Knowledge of a GPU API's such as: CUDA, OpenCL, OpenGL, Direct3D, Vulkan

Experience in performance analysis, particularly of GPU applications

Prior experience authoring developer tools, particularly for GPUs or games

Experience working in device drivers, realtime systems, game console middleware, or other low level library development

Understand game engine core technologies as it applies to GPU hardware

Background including shipping device drivers or system software

Simulation or Emulation experience - writing and debugging tests

NVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most talented people in the world working for us. If you are creative and self driven, we want to hear from you. The GPU, our invention, serves as the visual cortex of modern computers and is at the heart of our products and services. Our work opens up new universes to explore, enables amazing creativity and discovery, and powers what were once science fiction inventions from artificial intelligence to autonomous cars. NVIDIA is looking for phenomenal people with experience in a myriad of areas to help us accelerate the next wave of computing.

NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression, sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law.",https://www.indeed.com/cmp/Apple/reviews,Indeed,,,
Software Support Engineer, , ,Indeed,"Austin, TX
+34 locations",,,,,,"About Us:

At LumApps, we put people first. We believe that every employee is unique and, therefore, each employee journey is different. Our mission is to make every employee experience personal, productive and rewarding.
LumApps is a leading Employee Experience Platform founded in 2015 to unify the modern workforce through better communication, engagement, and instant access to information. LumApps is a true SaaS platform, designed to scale to the needs of today's largest enterprises and is easily accessible across any device or language.

About the role:

LumApps is seeking a Software Support Engineer to join our growing team! In this role you will study and resolve complex and challenging requests from our customers arriving in Zendesk, recommend solutions, and guide product users through features and functionalities. You will synthesize data and collaborate with other teams such as development, QA, customer success, etc. You will be expected to work in the Pacific Time Zone standard business hours.

What you will do:

Respond to customer queries in a timely and accurate manner via email and tickets
Identify customer needs and help customers use/understand platform features
Diagnose and troubleshoot product malfunctions
Ability to test, troubleshoot, and reproduce a multitude of product features
Ensure all issues are properly logged
Prioritize and manage several open issues at one time
Properly escalate unresolved issues to appropriate internal teams
Follow up with customers to ensure their technical issues are resolved
Update our internal databases with information about technical issue, use cases that will benefit the customers knowledge of the platform
Lead internal projects to improve the efficiency of the support team.

What we are looking for:

Experience as a Technical Support Specialist, Customer Support Specialist, or similar Customer Support role
Ability to diagnose and troubleshoot technical issues (Python/React)
Ability to communicate technical information to non-technical users
Experience using Helpdesk softwares and other support tools
Excellent problem-solving and communication skills
Ability to provide step-by-step technical help, both written and verbal
Patience and diligence when handling tough cases
Additional certifications (Microsoft Azure, Google GSuite, etc…) are a plus

What we offer:

A program designed with your success in mind. We're looking for intelligent, hard-working, and ethical individuals that will appreciate a well-coached path to a rewarding career
100% employer-paid benefits for employees, starting day one
Awesome coworkers and culture
401(k) with employer match
So much more!

If our core values of: ""Be bold, do amazing things"", ""Say what you mean, Do what you say"", ""One team, Same mission"", and ""Always be evolving,"" speak to you, apply to join our team today!",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BvKrLyj5gPmtZO9T8euul8TCxuuKNOtzRJOomxnwSEodTz2Bc-sPZlADHp0xxmf8Wlob1LKwlaJabn-jOG2lEN-9vvVND00qjffyW3sjyEWFyy9uc_d2Je2euLvxiNwH8jVkOQjIlTcpBioAU4DC7l8MOtpbAyLuUnBZ3LTW4_vChax-JMWUfPFxm3XaN_AvzfY38K66B4iQ8z5EoU69uYV2gd3lJnHDkADvhFnID30kjbGPaYO6ZpJkH_WrsRw97Jw_MqoOcRLXLbeHo03zFx-QYtfe3YJdUOXlouzI10JIH1wPDOALUORd9gBDqrLRc70L3j8nfcsxXjFXHm_vI6229Kgmz5hAowh_jHnE8FqaDk8IbuTDgjbRPJHvZ-BN5aHYklmUiuXUfTVJ4pbX4W4YECSGEaNt471-FxKzedAqP6KZNYKdG3xXh6lvYlxOdbiH7CL22WmiCVQHkjC7-aSWVCOxzyXEDcCiykD7gnONALizNtVIAUI1TEaURG6qR3_wymU05eVkyBflzmxheP4_e_5H1rFcTXsg3pXZj4VdPuE3C_vutEBiqsklt5SZ60BmpNSyxa1Fv4bfuugb_UHoQBN1nxRgeigQBScwlX_bSM5Usm5DRoLEJ4y__dWh7LkVpy-P89vC1l0FwMEg2rYYJDgK2oFKz4iB1mHoIi0khCSKq-JwFXvVIeQKe_0xLoUx6enQzFr4Gtmozfv6LrGfxQzcRkZ3VfoizTglD_Zfa3n1X8m35-_srQ5GZdVeLGi9j1qtBSPBkXu029cV5xrIl1yh1sM3dlH6kfbU8JnDEetqbyz6y46wYGZAAEU7H2AOtk7jXDKXPMvjECooGc60whJ9gdXyFjlKhzdSFzcRFjBA5Y4r7mOmZyermC-E9HofqHhh8KwtjmJKdy3c4cd4PXCCwkd6F3xbHeblq-1L2SMU7EwyoSY-x57ejy6LiWjVh_m9Ga4A==&p=3&fvj=0&vjs=3&tk=1g41hhpdepv3j800&jsa=2270&oc=1&sal=0,Indeed,,,
"Staff Software Engineer, Customer Experience, Google Cloud", , ,Indeed,"Austin, TX
+34 locations",,,,,,"Minimum qualifications:

Bachelor's degree or equivalent practical experience.
8 years of experience in software development, and with data structures/algorithms.
5 years of experience testing and launching software products, and 3 years of experience with software design and architecture.
Experience in technical leadership, leading project teams, and setting technical direction.


Preferred qualifications:

Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
3 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.
Ability to set and drive the technical strategy while providing detailed technical guidance to the team, enabling them to execute effectively.
About the job

As part of Customer Experience team in Google Cloud Business Platforms, we build solutions that provide excellent experience to cloud customers. Our goals include driving cloud's increasing business, improving customer satisfaction, and reducing operational costs.

In this role, you will have a unique opportunity to have a large impact driving cloud’s growth and impact the customer experience through multiple initiatives. You will collaborate with Google Cloud Product and Business teams and learn about multiple products and business processes across major cloud product areas.

Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.

Responsibilities
Design, guide, and vet systems designs within the scope of the broader area, and write product or system development code to solve ambiguous problems.
Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.
Mentor and train other team members on design techniques, and coding standards.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",https://www.indeed.com/cmp/Apple,Indeed,,,
Software Engineer, , ,Indeed,"Austin, TX
+34 locations",,$40 an hour,,,,"Masters Computer Science


We are hiring for two Senior Software Engineers in Cedar Park, TX.

This position is not remote.

Schedule: Monday - Friday, 8am-5pm

Pay: DOE

Job Description

As a Sr. Software Engineer, you will develop test and measurement software applications for data acquisition, modeling, and analysis on the Windows platform. You will also interface with other design engineers and technical staff responsible for product development, regulatory compliance, and user interface software. In addition, you will drive the resolution of technical problems related to our software.

Conduct C++ development, debugging, and design.
Facilitate instrument control, SCPI, GPIB, Ethernet, etc.

Minimum Qualifications

Master’s Degree or equivalent in Electrical Engineering, Computer Science, or other technical/engineering field with related programming experience and applicable work experience is required
Matlab, R, or similar software experience.
Demonstrate mastery of C++ OOP (experience with BCB preferred) and its application to Windows Technical software development
Demonstrate the ability to understand complex data structures and their manipulation in software, as well as the ability to interface to the user in a Windows environment follow standard interface design rules for a uniform aesthetic appeal
Experience with word processor development and automated report generation using user defined repot templates, as well as using OLE to interface to Microsoft Office products is desired. Ideally, the candidate would have experience with development for test and measurement applications including data acquisition, user interface, report generation, data handling, storage, database, etc.
Work in a team environment and act as a team leader when needed.
Type 40 WPM or greater.",https://www.indeed.com/cmp/Apple/reviews,Indeed,,,
